Credit_History,Debt_Burden,Employment_Years,Income,Loan_Amount,Down_Payment,LTV,Property_Type,Savings,Interest_Rate_Type,Marital_Status,Age,Education,Location,Recent_Credit_Activity,Will_Default
Fair,1.0382596543756906,18,171130,79339,45157.41210393216,0.4308295780898151,Rental,2051.0773697701325,Variable,Married,30,PhD,Suburban,Low,0
Fair,0.34524480918585343,13,192334,153849,37710.43177681452,0.7548867280462368,Rental,29518.957964761565,Fixed,Married,59,Masters,Rural,Moderate,0
Fair,0.7632967072309511,15,34537,479665,3739.850125925121,0.9922032040571541,Rental,33429.68184412165,Variable,Divorced,40,PhD,Urban,High,0
Excellent,1.0078966365660857,13,101428,148718,15585.745386795232,0.895199334399365,Vacation Home,38013.958210097524,Variable,Widowed,37,Masters,Rural,High,0
Excellent,0.13957058146996876,19,171707,159702,40151.01795214188,0.7485878827306992,Rental,4389.215962889681,Fixed,Divorced,21,PhD,Urban,High,0
Poor,0.12087436981673105,1,48544,272726,9452.4725524628,0.9653407722312403,Rental,8586.249378836352,Fixed,Widowed,55,High School,Suburban,Moderate,0
Excellent,0.2811642008379951,8,85549,140883,18049.54978157125,0.8718826985401272,Rental,9115.870503436214,Variable,Married,48,Masters,Suburban,Moderate,0
Poor,0.45233020906365906,2,141875,234703,27040.67796858663,0.884787676473728,Vacation Home,29682.0137879926,Fixed,Widowed,69,High School,Suburban,Low,0
Poor,0.7013687729289457,5,71955,89967,14333.769427729223,0.8406774769890157,Rental,44486.070680773824,Fixed,Divorced,41,Masters,Rural,Low,0
Good,0.7824166632637036,4,130024,224619,39571.99607248825,0.8238261408318608,Rental,35321.35248101285,Variable,Married,35,PhD,Rural,Moderate,0
Fair,0.2932386525130555,13,188380,115463,34976.21622251361,0.6970785773579968,Vacation Home,15735.371308881386,Variable,Married,43,Masters,Urban,Moderate,0
Excellent,1.042748210762163,14,22169,358995,-5281.981760480415,1.0147132460354056,Rental,42658.00927457094,Fixed,Married,21,PhD,Suburban,Moderate,0
Good,0.9345932863751487,17,130064,75062,26142.031577798098,0.6517274842423849,Primary Residence,33489.68045552608,Fixed,Single,50,Bachelor,Rural,Low,0
Excellent,0.5122497383776242,16,30423,109123,3860.923898638521,0.9646186056226596,Vacation Home,34422.35224123344,Variable,Married,45,Masters,Suburban,High,0
Poor,0.11912383680940881,8,193875,254140,42657.18867585601,0.832150827591658,Primary Residence,47868.00701877784,Fixed,Widowed,26,Bachelor,Suburban,High,0
Excellent,0.20870708149460704,18,113988,401373,23231.8871985726,0.9421189586779065,Primary Residence,47518.23206454127,Fixed,Widowed,55,Bachelor,Suburban,Low,0
Fair,0.6483726857151751,8,28017,451437,11747.391556222898,0.9739777830434304,Rental,19283.634503160152,Variable,Divorced,56,Masters,Suburban,Moderate,1
Poor,0.3155640916319575,15,194750,65234,29199.169378103223,0.552393393351577,Rental,31791.74983153243,Fixed,Divorced,37,Masters,Urban,Moderate,0
Poor,0.627547448607159,5,52948,451537,13875.516634610362,0.9692704769828157,Rental,10101.014823790838,Variable,Married,46,High School,Urban,Low,0
Good,0.9794556463144971,7,111529,320089,29591.779418800426,0.9075514015826834,Vacation Home,20595.612697759458,Variable,Single,49,Bachelor,Rural,High,0
Fair,0.8661323990309969,2,121768,317333,22799.886910461188,0.9281515414077288,Vacation Home,13670.649043550087,Variable,Divorced,29,PhD,Rural,Low,0
Poor,0.4236462363923519,4,97147,152518,17801.636486158168,0.8832817340500256,Vacation Home,18368.247520252084,Variable,Widowed,60,Masters,Rural,High,0
Fair,0.5813514877622533,6,52219,445590,8638.987117277062,0.9806122509094076,Primary Residence,33770.318184369025,Variable,Widowed,50,Bachelor,Urban,Low,0
Excellent,0.9596436778281108,0,181932,250591,34073.978825316655,0.8640255283497147,Vacation Home,10512.258866024233,Fixed,Married,35,Bachelor,Suburban,Low,0
Fair,1.3051970392608283,3,135217,454549,32952.296726125045,0.9275055126595261,Vacation Home,9016.448960417256,Fixed,Divorced,38,PhD,Urban,High,1
Poor,1.1544988142344281,15,172135,246815,30194.54434165881,0.8776632524698303,Rental,18966.920183769686,Fixed,Widowed,68,Masters,Rural,Moderate,0
Good,0.8747600375667809,13,198646,177066,43180.63193294763,0.7561325611187487,Primary Residence,4906.896761552371,Variable,Married,55,Masters,Urban,Low,0
Poor,0.6072101976430806,0,99601,160711,12692.037983432372,0.9210257046286042,Vacation Home,40694.687245425695,Variable,Divorced,52,Bachelor,Suburban,Low,0
Fair,0.6110717885585276,3,175396,221979,29174.74482254656,0.8685697979423884,Rental,47924.929610191415,Fixed,Single,25,Masters,Suburban,Moderate,0
Fair,1.3311842343701545,9,120494,59173,24999.344547360866,0.5775210898997707,Rental,40066.83748752525,Variable,Single,35,Bachelor,Suburban,High,0
Poor,0.15494100645676495,10,192738,447518,33514.9704764747,0.9251092235921802,Vacation Home,26570.403067379433,Variable,Single,64,PhD,Suburban,Low,0
Fair,1.4831757021883654,6,129713,423141,20697.30685892364,0.9510865010506577,Primary Residence,33706.83193838377,Fixed,Single,23,High School,Urban,Moderate,0
Excellent,1.0301255751921872,3,44869,220751,15242.517117785783,0.930951537624809,Primary Residence,40278.919163125385,Variable,Divorced,28,High School,Suburban,Moderate,0
Poor,1.0535927787013466,0,91164,367986,20923.46233810456,0.9431406022563235,Vacation Home,3411.4199126300314,Fixed,Divorced,44,PhD,Suburban,Moderate,0
Good,0.15319697222663903,0,49093,469963,10302.01002247466,0.9780791040518622,Vacation Home,20906.199942531628,Variable,Single,42,Masters,Suburban,High,0
Poor,0.947740984847781,16,197722,443327,42991.00155313421,0.9030264307088578,Vacation Home,7189.021668691597,Variable,Widowed,23,PhD,Rural,Low,1
Excellent,0.7786892841266257,9,137299,433985,20699.97723216755,0.9523025513965516,Primary Residence,4537.149168321808,Fixed,Divorced,24,Bachelor,Rural,Low,0
Excellent,0.2480904696516938,4,199088,393246,35323.120758956175,0.9101755116162499,Primary Residence,37948.652964301305,Variable,Married,45,High School,Urban,Moderate,0
Excellent,0.4890908150771027,6,170634,278310,35518.27025788298,0.8723787493877943,Rental,42903.54263804757,Variable,Widowed,46,Bachelor,Suburban,Moderate,0
Excellent,1.3464402386991117,7,88925,153013,10691.45586246598,0.9301271404229315,Rental,4189.791669576859,Variable,Widowed,23,Masters,Rural,Moderate,1
Excellent,0.8699837822123341,1,121367,464640,17353.95904997007,0.9626507424027848,Primary Residence,8940.090633943815,Fixed,Widowed,40,High School,Rural,High,0
Good,0.6787832052434721,8,75553,264401,13619.174885833318,0.9484904562167566,Rental,11041.057384766194,Variable,Single,44,PhD,Rural,Low,0
Fair,0.20175501817713531,3,77279,189969,16541.400022474823,0.9129257930374176,Primary Residence,42847.654881610266,Variable,Widowed,30,High School,Suburban,Moderate,0
Excellent,1.099770138363228,11,55608,350784,10161.42688744681,0.9710322395335967,Rental,45678.44824099375,Variable,Divorced,50,PhD,Urban,Low,0
Excellent,1.0839911527544455,10,80840,326626,11768.4032094887,0.9639697904958922,Vacation Home,38248.75379043197,Fixed,Widowed,36,PhD,Rural,High,0
Poor,0.959661049761589,4,30770,402196,1998.635754391541,0.9950306921143135,Primary Residence,39818.8377817305,Variable,Widowed,26,Bachelor,Urban,High,0
Good,0.8143677047089088,11,75461,170963,14014.782341985525,0.9180244711312651,Rental,17134.45766911894,Variable,Married,60,High School,Suburban,Moderate,0
Good,0.7072981630903217,3,46627,470571,13199.729183670512,0.9719495481369007,Vacation Home,20415.73617295811,Variable,Married,46,PhD,Rural,Low,0
Fair,0.9305795301831892,12,26146,106145,12954.356077244815,0.877956040536579,Rental,14024.463392724296,Variable,Divorced,68,Bachelor,Urban,Moderate,0
Good,0.4267536324197694,0,108481,201655,22175.60660223305,0.8900319525812251,Rental,47919.00629303512,Variable,Widowed,32,Bachelor,Suburban,Low,0
Poor,1.4177626898487068,17,79753,429432,6418.143322319549,0.9850543431269222,Vacation Home,36382.82093846126,Fixed,Single,50,Masters,Rural,Low,1
Poor,0.9243123408523213,3,110480,290183,26601.259843270014,0.9083293651134974,Vacation Home,17067.28737191342,Fixed,Married,23,Masters,Urban,Moderate,0
Fair,0.5356694220961271,3,72079,131718,17841.959531540306,0.864544257189296,Primary Residence,6783.765527171981,Variable,Single,28,PhD,Urban,High,0
Poor,0.7295517912392201,7,137081,54857,24753.465543208662,0.5487637759409253,Rental,9740.48534639691,Fixed,Divorced,62,High School,Suburban,Low,0
Excellent,1.2279587044276492,19,78074,278593,14673.83440185163,0.9473287756625197,Vacation Home,10204.180952105351,Fixed,Divorced,64,Masters,Rural,Low,0
Excellent,0.3262624850224164,5,102816,61166,27856.65562149723,0.5445728734673311,Rental,30740.555181445416,Variable,Widowed,49,PhD,Urban,Moderate,0
Poor,0.5099698714443646,3,174323,434638,42891.76210345587,0.9013161249051951,Vacation Home,45147.81707061396,Variable,Divorced,43,High School,Rural,Low,0
Fair,1.0513112318311775,3,114771,302565,19072.274428924662,0.9369647036870601,Primary Residence,43433.88751209596,Fixed,Widowed,67,Masters,Suburban,Moderate,0
Good,0.5416848890751135,10,182968,319642,47777.026338944444,0.850529572650201,Vacation Home,3485.876367484447,Variable,Single,61,Masters,Urban,Moderate,0
Fair,1.2095023546060524,8,190185,218879,40456.81941923461,0.8151635404984735,Rental,35452.83869542968,Variable,Single,23,PhD,Rural,High,0
Good,0.2826348820483051,13,33322,206495,19357.616865956526,0.9062562441417152,Rental,8384.307434205406,Fixed,Married,22,PhD,Urban,Moderate,0
Poor,1.1677606386364519,3,27747,495311,-1065.3162311585902,1.0021508026899435,Primary Residence,15517.925858694181,Fixed,Married,58,High School,Rural,High,0
Poor,0.19569240079079273,12,137068,156371,24870.157361276666,0.8409541579878834,Primary Residence,27190.33456207583,Fixed,Widowed,48,Masters,Urban,Low,0
Excellent,0.1176296577344927,5,117748,94180,12815.250517334303,0.8639281108798651,Vacation Home,42045.90988481019,Fixed,Single,40,PhD,Suburban,Moderate,0
Good,1.357512926365027,12,134702,353272,26045.64510898856,0.9262731121940359,Vacation Home,11837.275569166955,Variable,Divorced,31,Bachelor,Rural,Moderate,0
Fair,0.913874903705218,2,78697,138620,19960.814415027555,0.8560033587142724,Rental,43691.513867826805,Fixed,Single,37,Masters,Rural,Low,0
Poor,0.5925576559215361,6,55903,280360,20459.672757498964,0.9270235669942254,Vacation Home,36737.05547526172,Fixed,Married,24,PhD,Urban,Low,0
Fair,0.42563249174939055,0,192042,149411,34901.17726196022,0.7664082479739763,Primary Residence,33713.15808005451,Fixed,Divorced,42,Bachelor,Suburban,Low,0
Excellent,0.9636400965651425,10,62207,109911,14277.630666610563,0.8700982552555198,Vacation Home,6645.238578463025,Variable,Married,36,High School,Suburban,Low,0
Good,0.8126030569514334,1,132352,107450,25021.6626331218,0.7671320369183638,Primary Residence,23711.295316149273,Fixed,Divorced,56,High School,Rural,Moderate,0
Good,1.4882368857419792,4,70812,95940,17786.98582927864,0.8146030245019946,Rental,13756.445652907556,Variable,Single,50,Masters,Suburban,High,0
Poor,1.476502381315244,13,183475,106584,36086.18060043674,0.6614296648611729,Vacation Home,29407.14641191388,Variable,Married,31,Masters,Suburban,High,0
Good,0.9890343925982534,12,54531,191342,9600.149030168794,0.9498272777008246,Primary Residence,33679.96959269433,Variable,Divorced,67,Masters,Urban,High,0
Poor,0.7200187085482467,15,166485,311875,24614.759891268735,0.9210749181843086,Vacation Home,3268.3714612170734,Fixed,Married,67,Masters,Suburban,Low,0
Excellent,0.7875973567885268,14,191705,316486,39824.72573752541,0.8741659165412518,Primary Residence,32209.34890540612,Variable,Single,41,Bachelor,Suburban,Low,0
Good,1.0554706927316067,2,80032,356077,23385.955718182384,0.9343233185008232,Primary Residence,24905.76376715683,Variable,Married,58,Masters,Urban,Low,0
Poor,0.2422043619295339,5,186457,379233,31008.97077924569,0.9182324038803434,Primary Residence,41934.58211568882,Fixed,Married,64,High School,Rural,High,0
Fair,0.5596929033350054,8,121058,248610,28830.82632847679,0.884031912117466,Vacation Home,39663.17430284453,Variable,Widowed,24,Masters,Urban,Low,0
Poor,0.2053811374050454,2,111040,205560,22666.392773229763,0.8897334463259886,Primary Residence,20648.607721640572,Variable,Divorced,39,PhD,Rural,Moderate,0
Good,0.20270506332368737,12,93637,146279,8399.274710308538,0.9425804475672617,Vacation Home,48810.23379674076,Variable,Widowed,35,Masters,Urban,High,0
Excellent,0.3741749386519272,12,70578,165185,12443.252448414902,0.9246708087997404,Primary Residence,29345.414837879845,Variable,Divorced,29,Bachelor,Rural,Moderate,0
Good,0.7793545564305175,6,179307,104101,34529.94342421364,0.6683034416171444,Primary Residence,48182.25668015008,Variable,Widowed,31,Masters,Rural,Low,0
Good,1.198684049627905,4,90744,488575,20378.121221785877,0.9582907000526308,Vacation Home,35963.19926471878,Variable,Single,25,Masters,Rural,Low,0
Poor,0.7796942476322215,7,95961,182493,21980.753260442594,0.8795528964922349,Vacation Home,20377.547415457426,Variable,Widowed,42,Bachelor,Urban,Low,0
Fair,0.5696672547852176,7,48485,250082,10395.27531991423,0.9584325328495684,Vacation Home,11688.920540450143,Variable,Widowed,44,Bachelor,Rural,High,0
Good,0.21529418647146137,6,118059,242827,27097.512362113357,0.8884081574037757,Rental,23270.439411009047,Variable,Divorced,40,PhD,Urban,Moderate,0
Fair,0.8704137324563813,18,164254,170668,28347.80416874496,0.8339008825981148,Rental,46802.409884977555,Fixed,Widowed,38,Bachelor,Rural,Moderate,0
Poor,0.47977602107644746,6,34480,365669,5991.556453914765,0.9836148088738318,Rental,6511.342236837858,Variable,Divorced,53,High School,Suburban,High,1
Fair,0.9609078490840064,3,83094,75117,15888.619950830922,0.7884817025329696,Primary Residence,23015.846471086443,Fixed,Married,59,Bachelor,Rural,High,0
Poor,1.4680628347853857,9,196129,368606,45076.2720247795,0.8777115076130624,Primary Residence,17344.05596512768,Variable,Single,39,High School,Rural,Moderate,0
Excellent,0.25584005006857025,12,121107,255588,15031.752341210648,0.941187566156429,Primary Residence,43363.673943340684,Fixed,Single,60,High School,Urban,High,0
Fair,0.39697555821071584,3,124513,426217,27915.300532435416,0.934504488247922,Vacation Home,40202.90527871494,Fixed,Divorced,22,Bachelor,Rural,High,0
Fair,0.7623323533391245,18,55061,304307,18535.098114435004,0.9390907928032054,Rental,27606.914851221532,Fixed,Married,26,PhD,Urban,High,0
Excellent,1.4560593414843013,9,103545,170331,21346.416922827568,0.8746768531692554,Primary Residence,20753.40788941096,Fixed,Single,22,PhD,Rural,Low,0
Fair,1.1805336867779939,6,35789,226006,23752.22718552543,0.8949044397691857,Vacation Home,34209.00940128947,Variable,Single,62,Masters,Urban,Low,0
Excellent,1.3575208704279622,4,140497,387098,25668.30528335995,0.9336904213316526,Rental,47654.118015076245,Fixed,Married,63,Masters,Suburban,Low,0
Good,0.5672007878661101,2,118875,369737,23088.54727181048,0.9375541336901352,Rental,5058.080356075512,Fixed,Widowed,64,High School,Urban,Moderate,0
Poor,1.4888538632900323,1,180179,193462,33260.16963465835,0.8280790561730037,Vacation Home,44941.37206035891,Fixed,Divorced,23,Masters,Suburban,High,1
Excellent,0.24396594248982034,10,46287,309539,8148.7091014910075,0.9736746933294641,Primary Residence,14711.524670440207,Variable,Divorced,53,PhD,Suburban,Low,0
Fair,0.17416206846454116,9,35014,334706,10132.624390546614,0.9697267918993187,Rental,210.84060934216663,Fixed,Widowed,25,PhD,Urban,Moderate,0
Excellent,1.2978436778756395,12,159646,274579,30100.846788377392,0.8903745487150242,Primary Residence,37050.09409041642,Fixed,Divorced,40,Bachelor,Suburban,Low,0
Fair,1.3981708182897807,6,189669,406225,33824.01685322801,0.9167357576386781,Primary Residence,39421.25112664383,Fixed,Married,63,PhD,Rural,Moderate,1
Good,0.22681950056454245,9,37467,476515,-463.45253952299026,1.0009725875146072,Primary Residence,15237.939954982094,Variable,Married,61,Bachelor,Suburban,High,0
Excellent,0.2587983974441781,3,194549,280995,38133.40489127571,0.8642915180295887,Primary Residence,38922.360626516245,Variable,Single,23,PhD,Rural,High,0
Good,0.14644382085808333,19,107450,198747,21392.294132821185,0.8923641909924619,Primary Residence,39900.91981508121,Variable,Widowed,68,Masters,Rural,High,0
Poor,0.24631058769981373,15,97897,397188,18062.071534285227,0.95452513284821,Primary Residence,33765.19532965298,Variable,Married,31,PhD,Rural,Low,0
Fair,0.3931877435203932,19,140118,431712,39143.686412327035,0.9093291675646564,Primary Residence,1932.024046465508,Variable,Divorced,40,Masters,Suburban,Moderate,0
Fair,1.4581072664740014,5,105417,86881,24329.518103130722,0.719967333443092,Vacation Home,33370.92942069988,Fixed,Single,66,High School,Suburban,High,0
Good,1.0350043111355527,8,41880,59319,5691.538754743979,0.9040520110800254,Primary Residence,46620.291362134296,Fixed,Married,53,PhD,Urban,Moderate,0
Poor,1.189974235725959,12,139618,488423,31480.472815937963,0.9355467027229718,Primary Residence,31015.760500632645,Variable,Widowed,26,Masters,Urban,Moderate,0
Excellent,1.186595165168131,6,178323,316055,39775.772369608516,0.8741492070379886,Rental,18346.173129920546,Variable,Married,59,High School,Rural,Moderate,0
Excellent,0.8491032496909005,17,72546,276980,14483.977137546912,0.9477074982397757,Rental,28174.074590559732,Fixed,Single,69,Masters,Urban,High,0
Fair,1.216484568798224,13,144083,89927,26760.70379296086,0.7024174742517724,Primary Residence,49657.29460953767,Variable,Divorced,65,PhD,Suburban,High,0
Good,0.9341305453459574,4,135461,161464,22209.05142195579,0.8624519928779432,Rental,23629.10678511212,Fixed,Widowed,59,PhD,Rural,High,0
Good,0.5403645366447006,12,64016,129261,19666.15757430835,0.8478569903195213,Vacation Home,42077.534909635164,Fixed,Divorced,40,Masters,Rural,High,0
Excellent,0.885554152275761,7,177961,149411,34787.74817884922,0.7671674228882128,Vacation Home,6926.71164529049,Variable,Married,44,Masters,Suburban,High,0
Poor,0.8469120205883188,14,45979,350339,8243.637150694416,0.9764695419274062,Vacation Home,2824.045194842928,Fixed,Widowed,25,Masters,Rural,High,0
Poor,1.252834275263049,18,81516,366566,21873.923907432698,0.9403274610644939,Rental,19507.391699102074,Fixed,Single,46,Bachelor,Urban,High,0
Excellent,1.4744181043343227,8,68741,423284,13915.235593777328,0.9671255336989413,Vacation Home,6888.6290616068045,Variable,Married,54,Masters,Suburban,High,0
Excellent,0.6754595915893027,5,77133,359705,27728.07069313302,0.9229144140528126,Vacation Home,16526.376433769947,Fixed,Single,63,High School,Urban,Low,0
Good,1.1687469498179035,13,33360,416944,4042.4039927215385,0.9903046836200509,Rental,35771.3910650669,Variable,Married,20,PhD,Rural,Moderate,0
Poor,0.23966820565338695,9,86939,444903,15533.098084363697,0.9650865512609182,Primary Residence,22274.397765509933,Fixed,Divorced,36,Bachelor,Urban,Moderate,0
Excellent,1.187563917227604,8,56088,219827,7705.085965891522,0.9649493193925609,Primary Residence,16060.712672058908,Fixed,Single,24,PhD,Urban,Low,0
Excellent,0.6199836767905249,16,100318,332999,15911.715438020514,0.9522169272639842,Primary Residence,44575.19605185276,Variable,Divorced,63,High School,Suburban,High,0
Fair,0.15514622804556133,12,165092,78879,35046.99780080833,0.5556865857730406,Rental,471.4412692273906,Variable,Divorced,51,PhD,Rural,High,0
Excellent,0.608544649987048,16,158492,203137,35242.00388863128,0.8265111531201539,Primary Residence,40701.41734604114,Variable,Single,37,Bachelor,Suburban,Low,0
Excellent,0.9548998512903026,18,109059,328235,19903.43932469294,0.9393622272923577,Vacation Home,31063.43956912694,Fixed,Widowed,64,Masters,Urban,Moderate,0
Poor,0.2669502347540532,12,53637,193819,10935.869540537291,0.9435768962767463,Primary Residence,2322.785521498283,Fixed,Single,60,High School,Rural,Low,0
Good,1.3936482894023565,8,190282,479459,39112.722627595154,0.91842321736041,Vacation Home,1707.7056160903935,Variable,Married,54,PhD,Rural,High,0
Poor,0.208741378581974,0,51453,491902,16757.689195300463,0.9659328703780419,Primary Residence,8595.03023186507,Variable,Single,55,Masters,Rural,Moderate,0
Good,1.4020094077664327,0,160347,494900,29042.103399781292,0.9413172289355803,Primary Residence,48870.29364015927,Variable,Married,61,Bachelor,Rural,Low,0
Fair,1.089992525109961,4,181124,332745,37112.32002514432,0.888466182737098,Primary Residence,4285.445856666065,Fixed,Single,29,Masters,Urban,Moderate,0
Excellent,0.561597045579885,7,184813,478013,39123.3560029123,0.9181542008210817,Rental,36942.787874581285,Fixed,Divorced,21,High School,Suburban,High,1
Fair,0.6470504867927305,17,182685,406602,38585.96546598515,0.9051013879272971,Primary Residence,20079.607847864467,Fixed,Single,37,PhD,Urban,High,0
Good,1.1371331106258418,3,111337,170646,22642.178874908168,0.8673149158204226,Vacation Home,11832.282667434545,Fixed,Widowed,54,Bachelor,Urban,High,0
Poor,0.9420595412336903,0,68162,415866,18747.06998518984,0.9549204070898082,Vacation Home,28750.224748343895,Variable,Single,62,Bachelor,Rural,Low,1
Poor,1.0403000900369233,14,52199,318334,6966.736798458279,0.9781150087692226,Primary Residence,18409.390522783542,Variable,Married,41,Masters,Suburban,High,1
Fair,0.6448304631188719,19,37572,467364,6652.502771395345,0.9857659067206817,Rental,15509.114149071307,Variable,Married,24,Masters,Rural,Moderate,0
Good,0.7829388745306385,3,156219,163962,28290.622339307527,0.8274562255930793,Primary Residence,11981.11360601048,Variable,Widowed,66,Bachelor,Urban,Moderate,0
Fair,1.4858144776530506,8,23443,177871,1394.4698472114505,0.992160218095072,Primary Residence,22890.86724922149,Variable,Widowed,43,High School,Urban,Low,0
Fair,0.3994920186996047,19,114521,389615,23486.917006216885,0.9397176263587981,Vacation Home,8480.249278179308,Variable,Divorced,51,High School,Suburban,Low,0
Excellent,0.684998661130984,9,91220,94550,23208.410947566816,0.7545382237169029,Rental,42597.384130278595,Variable,Widowed,68,High School,Suburban,Low,0
Fair,0.5085524626035542,14,33595,487974,2806.6776159358988,0.9942483049999878,Vacation Home,29587.13756454833,Variable,Single,53,Masters,Urban,Moderate,0
Excellent,1.1711561146157898,2,86857,186991,21970.88791462302,0.882502965839944,Rental,3144.0745109395207,Variable,Married,56,Masters,Rural,Low,0
Excellent,1.169617675932009,1,34810,205865,5301.286384045607,0.9742487242413931,Primary Residence,22852.178505120533,Fixed,Widowed,68,Bachelor,Suburban,Low,0
Poor,0.5094236453963542,4,157812,348327,26774.658769581572,0.9231335533289651,Vacation Home,31479.5175947265,Variable,Widowed,30,PhD,Rural,Moderate,0
Excellent,0.21394644328617607,0,52712,400016,7230.232982849413,0.981925140537255,Primary Residence,43080.52575464836,Fixed,Single,29,Masters,Urban,Low,0
Excellent,0.11600574734108567,10,25468,235657,9881.788409731831,0.9580670703194396,Primary Residence,1173.9826823875198,Variable,Divorced,42,Masters,Urban,High,0
Poor,0.6984307465394797,11,147611,51716,24331.194518716926,0.529522884238593,Vacation Home,22813.771381955095,Fixed,Married,57,PhD,Suburban,Moderate,0
Fair,0.6744726320700791,2,149468,270889,39924.14746393577,0.8526180558681387,Primary Residence,35292.0444274972,Variable,Divorced,29,PhD,Suburban,Low,0
Good,1.4837458300958082,15,99054,181361,20505.91917838229,0.8869331378941322,Rental,9806.391515278972,Fixed,Widowed,62,Masters,Rural,Moderate,0
Good,0.7577229059767514,13,32704,316841,-1948.1882772007566,1.0061487884371048,Primary Residence,11067.294054272586,Variable,Married,26,High School,Urban,High,0
Good,0.4589857174055889,11,85974,491315,12010.36832469556,0.9755546475790571,Rental,24483.68814423455,Fixed,Widowed,67,Bachelor,Rural,Moderate,0
Fair,1.3477212174440543,19,85700,176148,21258.751402812974,0.8793131264458695,Primary Residence,44224.7315641095,Fixed,Single,32,Bachelor,Suburban,High,0
Excellent,0.7874951295150098,15,156750,142855,24057.988420889982,0.8315915549270941,Rental,19913.564210927558,Fixed,Married,42,Masters,Urban,Low,0
Good,0.9388458892948088,7,149443,113041,33195.525462514604,0.7063408368422555,Vacation Home,24224.321282394194,Variable,Divorced,30,Masters,Suburban,High,0
Fair,0.23393619459949774,16,84882,295151,11126.625394200322,0.9623019220866597,Primary Residence,31787.912959276517,Variable,Married,54,High School,Urban,High,0
Excellent,0.6360829702616836,16,187177,378289,39268.12322771649,0.896195439921022,Vacation Home,15539.226345937928,Fixed,Widowed,27,High School,Rural,High,0
Poor,1.4219131442633015,6,121654,183425,30916.585722242107,0.8314483537018286,Vacation Home,43354.29912653101,Fixed,Single,42,Masters,Urban,High,1
Good,0.9253075378455955,14,168443,329063,35582.29324405694,0.891867839155247,Rental,48092.97781645895,Variable,Single,55,High School,Rural,Moderate,0
Excellent,0.5823025971994463,8,55297,70141,15320.396090486176,0.7815771647041506,Primary Residence,32515.36870878997,Fixed,Divorced,26,Masters,Suburban,Moderate,0
Good,0.9759340528842303,3,48753,443090,13384.49227139974,0.969792836057235,Vacation Home,31923.809357883554,Fixed,Divorced,29,Bachelor,Urban,High,0
Good,1.3745755254093626,7,130710,124484,20437.760849057857,0.8358201789060614,Primary Residence,33677.539066261656,Variable,Widowed,31,High School,Suburban,Low,0
Good,0.48358684066162605,9,105765,164289,15101.19911652444,0.908081495921672,Rental,9694.852511620233,Fixed,Married,50,High School,Rural,Moderate,0
Excellent,0.8071634058589441,14,156828,384837,22557.87043216123,0.9413833118121145,Vacation Home,36618.62143215264,Variable,Single,30,Bachelor,Urban,High,0
Fair,1.4421669154764576,17,191945,184921,39936.28644023841,0.7840359589217103,Rental,17348.866588786255,Variable,Single,56,Bachelor,Suburban,High,0
Excellent,0.34135460061783374,13,80630,484053,15625.00336587738,0.9677204699363967,Vacation Home,49667.633298335524,Fixed,Widowed,45,High School,Rural,Moderate,0
Good,1.1075294958353963,4,175675,156849,30148.155459902504,0.807788666425017,Rental,37608.38301030396,Fixed,Married,24,High School,Urban,Low,0
Excellent,0.9602734114841752,8,174380,225923,36546.314821893335,0.8382355279369814,Primary Residence,29188.327164814727,Variable,Married,66,Masters,Urban,High,0
Poor,1.0515451835968888,12,122897,218170,32612.698258860742,0.8505170359863375,Vacation Home,45611.78126822372,Fixed,Divorced,26,High School,Urban,Low,0
Fair,0.5917074829345975,18,51256,173185,13702.186047907733,0.9208812192285258,Vacation Home,48502.01090894389,Fixed,Divorced,55,Masters,Suburban,High,0
Excellent,0.5394311228772709,10,75814,284605,22024.93472258578,0.9226122706115993,Primary Residence,40903.72484070294,Variable,Married,26,Bachelor,Urban,High,0
Poor,1.0578935388237185,11,52961,212105,8661.731501830875,0.9591630018065067,Vacation Home,37829.86276972797,Variable,Widowed,58,Bachelor,Rural,Low,0
Fair,0.4017605991463634,2,177505,216835,36376.58600923224,0.8322384024293484,Rental,3032.8381698338903,Variable,Married,61,Masters,Rural,Moderate,0
Poor,0.687516642802607,1,49731,259932,11543.330855614136,0.9555909589599814,Vacation Home,35300.800678159176,Variable,Married,55,PhD,Suburban,Low,1
Fair,0.36344450447408516,14,26401,61900,9510.905862611098,0.8463504707171067,Vacation Home,16787.7360395358,Variable,Single,69,PhD,Urban,Low,0
Excellent,0.11162677757266165,4,142992,204426,20936.25254108492,0.8975851773204734,Vacation Home,46495.64471519974,Variable,Widowed,25,Bachelor,Rural,High,0
Poor,1.4580803040532972,6,144197,445430,36356.93160162263,0.9183779009011009,Rental,30588.158365924868,Fixed,Widowed,40,High School,Rural,Moderate,1
Good,0.7043841701189866,3,120041,193412,25182.514038753827,0.8697985955434315,Primary Residence,18532.672991333005,Fixed,Widowed,20,Bachelor,Urban,Low,0
Poor,1.4570894601877553,4,169517,272393,40433.992718013316,0.8515600888495177,Rental,16948.90688772011,Variable,Widowed,21,PhD,Rural,Moderate,0
Fair,0.2964529276749565,15,81012,197731,21478.87105710555,0.8913732745138317,Rental,27741.569242146645,Variable,Divorced,22,High School,Urban,Moderate,0
Excellent,0.9223134912404805,14,177042,457903,24719.612432886395,0.9460156137153799,Vacation Home,24574.897069849765,Fixed,Divorced,58,Bachelor,Rural,Moderate,0
